Rua,Bairro,Path_Coordinates
Rua Paissandu,Laranjeiras,"[[-43.183549, -22.93737], [-43.181315, -22.936349], [-43.180786, -22.936102], [-43.18068, -22.936057], [-43.180387, -22.935902], [-43.179734, -22.93559], [-43.179618, -22.93554], [-43.179438, -22.935462], [-43.17929, -22.935398], [-43.179022, -22.935282], [-43.178801, -22.935186], [-43.178427, -22.935025], [-43.178242, -22.93494], [-43.178233, -22.934936], [-43.177986, -22.93482], [-43.177359, -22.934556], [-43.177235, -22.934503], [-43.177166, -22.934472], [-43.176285, -22.93405], [-43.176253, -22.934031], [-43.176219, -22.934015], [-43.176175, -22.933992], [-43.176061, -22.933948], [-43.174662, -22.933274]]"
Rua Silveira Martins,Catete,"[[-43.179354, -22.926], [-43.178487, -22.925924], [-43.177759, -22.925834], [-43.177194, -22.925773], [-43.176819, -22.925736], [-43.176755, -22.925733], [-43.176591, -22.92573], [-43.176445, -22.925718], [-43.175661, -22.92565], [-43.173188, -22.925436], [-43.173103, -22.925427], [-43.172911, -22.925429], [-43.172779, -22.925463]]"
Rua General Polidoro,Botafogo,"[[-43.191434, -22.958095], [-43.191371, -22.958088], [-43.191175, -22.958045], [-43.190892, -22.957953], [-43.190865, -22.957944], [-43.190466, -22.957811], [-43.189246, -22.957406], [-43.189067, -22.957343], [-43.18903, -22.95733], [-43.188726, -22.957224], [-43.188671, -22.957205], [-43.188473, -22.957134], [-43.188112, -22.957006], [-43.187772, -22.95689], [-43.187692, -22.956862], [-43.187307, -22.956729], [-43.187225, -22.956703], [-43.186746, -22.956539], [-43.186733, -22.956534], [-43.186688, -22.956519], [-43.186543, -22.956469], [-43.186508, -22.956457], [-43.186327, -22.956394], [-43.186029, -22.956291], [-43.185255, -22.956058], [-43.185137, -22.955964], [-43.1851, -22.955934], [-43.185036, -22.955883], [-43.184803, -22.955617], [-43.184384, -22.954772], [-43.184061, -22.954121], [-43.183619, -22.953253], [-43.183577, -22.953168], [-43.183528, -22.95311], [-43.183518, -22.953097], [-43.183362, -22.952956], [-43.182784, -22.952534], [-43.182484, -22.952315], [-43.182455, -22.952295]]"
Rua Farme de Amoedo,Ipanema,"[[-43.200488, -22.980948], [-43.200507, -22.981267], [-43.200598, -22.982313], [-43.200657, -22.983282], [-43.200664, -22.983381], [-43.200697, -22.983891], [-43.200726, -22.984334], [-43.200733, -22.984452], [-43.200741, -22.984608], [-43.200799, -22.985429], [-43.200807, -22.985559], [-43.200866, -22.98654], [-43.200876, -22.986671]]"
Praça Santos Dumont,Gávea,"[[-43.226938, -22.974407], [-43.226985, -22.974266], [-43.226992, -22.974227], [-43.226991, -22.974004], [-43.226976, -22.973734], [-43.226928, -22.973514], [-43.226789, -22.973443], [-43.225801, -22.973018]]"
Rua Voluntários da Pátria,Humaitá,"[[-43.198316, -22.956473], [-43.198151, -22.956327], [-43.198012, -22.95624], [-43.19794, -22.956207], [-43.197372, -22.956006], [-43.197324, -22.955989], [-43.197227, -22.955956], [-43.19695, -22.955856], [-43.196759, -22.955787], [-43.196705, -22.955769], [-43.196606, -22.955734], [-43.196389, -22.955658], [-43.196228, -22.955601], [-43.195785, -22.955446], [-43.19567, -22.955406], [-43.195402, -22.95531], [-43.195354, -22.955295], [-43.195259, -22.955263], [-43.195033, -22.955183], [-43.194997, -22.955169], [-43.194627, -22.955038], [-43.194344, -22.954939], [-43.194047, -22.954834], [-43.193315, -22.954575], [-43.193032, -22.954475], [-43.192981, -22.954457], [-43.192888, -22.954423], [-43.192791, -22.954393], [-43.192738, -22.954375], [-43.192269, -22.954207], [-43.192119, -22.954154], [-43.191618, -22.953975], [-43.191445, -22.953913], [-43.191262, -22.953851], [-43.191087, -22.953791], [-43.191041, -22.953777], [-43.190936, -22.953741], [-43.190672, -22.953647], [-43.190255, -22.953501], [-43.189964, -22.953399], [-43.18992, -22.953384], [-43.189808, -22.953345], [-43.188718, -22.952964], [-43.188611, -22.952931], [-43.188186, -22.952781], [-43.187733, -22.952622], [-43.187528, -22.952556], [-43.187477, -22.952539], [-43.187445, -22.952527], [-43.187375, -22.9525], [-43.187143, -22.952413], [-43.187057, -22.952382], [-43.186693, -22.952254], [-43.186599, -22.95222], [-43.186425, -22.952156], [-43.186132, -22.952049], [-43.185916, -22.951969], [-43.185845, -22.951943], [-43.185765, -22.951913], [-43.185721, -22.951897], [-43.185596, -22.951851], [-43.185536, -22.951829], [-43.18547, -22.951805], [-43.185456, -22.9518], [-43.185272, -22.951732], [-43.184802, -22.951559], [-43.184645, -22.951502], [-43.184541, -22.951463], [-43.184467, -22.951436], [-43.184421, -22.951421], [-43.184371, -22.951399], [-43.184271, -22.951363], [-43.184136, -22.951316], [-43.184106, -22.951302], [-43.183948, -22.951245], [-43.183771, -22.951186], [-43.183331, -22.95104], [-43.182929, -22.950909], [-43.182779, -22.950863], [-43.182582, -22.950803], [-43.182552, -22.950794], [-43.182262, -22.950689], [-43.181857, -22.950542], [-43.181802, -22.950524], [-43.181755, -22.950505], [-43.181669, -22.95047]]"
Avenida Pasteur,Botafogo,"[[-43.175354, -22.951132], [-43.17532, -22.951229], [-43.175299, -22.951279], [-43.17528, -22.951335], [-43.175274, -22.951412], [-43.17526, -22.951633], [-43.17515, -22.95152], [-43.175085, -22.951467], [-43.175039, -22.951441], [-43.174985, -22.951436], [-43.174924, -22.951451], [-43.174861, -22.95148], [-43.174217, -22.951892], [-43.174165, -22.951924], [-43.173427, -22.952372], [-43.173181, -22.95253], [-43.17295, -22.952679], [-43.172897, -22.952711], [-43.172843, -22.952742], [-43.1728, -22.952767], [-43.172725, -22.95281], [-43.172665, -22.952844], [-43.172615, -22.952867], [-43.172175, -22.953045], [-43.171371, -22.953353], [-43.171309, -22.953375], [-43.171109, -22.953445], [-43.171028, -22.953474], [-43.17088, -22.953517], [-43.170682, -22.953575], [-43.170474, -22.953644], [-43.170025, -22.953775], [-43.169794, -22.953843], [-43.169262, -22.953999], [-43.168989, -22.954079], [-43.168409, -22.954248], [-43.16773, -22.954447], [-43.16761, -22.954482], [-43.167521, -22.954504], [-43.167158, -22.954622], [-43.16694, -22.954682]]"
Rua Constante Ramos,Copacabana,"[[-43.192499, -22.971965], [-43.191975, -22.972229], [-43.191854, -22.972288], [-43.191555, -22.972477], [-43.190936, -22.972845], [-43.190822, -22.972914], [-43.189893, -22.973456], [-43.189022, -22.973951], [-43.188909, -22.974017], [-43.188824, -22.974065], [-43.188003, -22.974544], [-43.187449, -22.974849], [-43.18732, -22.974924], [-43.187151, -22.975017], [-43.187108, -22.975041]]"
Rua São Salvador,Laranjeiras,"[[-43.17734, -22.933575], [-43.177422, -22.933582], [-43.178113, -22.933665], [-43.178615, -22.933718], [-43.178772, -22.933738], [-43.178984, -22.933761], [-43.179159, -22.933791], [-43.179404, -22.933831], [-43.179808, -22.933935], [-43.180208, -22.934126], [-43.180457, -22.934245], [-43.180612, -22.934321], [-43.180695, -22.934391], [-43.180819, -22.934519], [-43.180915, -22.934617], [-43.181063, -22.934776], [-43.181463, -22.935122], [-43.181528, -22.935174]]"
Rua Ministro Viveiros de Castro,Copacabana,"[[-43.174384, -22.963041], [-43.174593, -22.963152], [-43.174661, -22.963184], [-43.174988, -22.963329], [-43.175084, -22.963367], [-43.175103, -22.963373], [-43.175231, -22.963417], [-43.17612, -22.963824], [-43.17621, -22.963864], [-43.177271, -22.964292], [-43.178234, -22.964717], [-43.178342, -22.964765], [-43.179319, -22.96521], [-43.179425, -22.965258]]"
Rua Corrêa Dutra,Catete,"[[-43.173981, -22.928384], [-43.174111, -22.928345], [-43.174447, -22.928251], [-43.174843, -22.928143], [-43.176614, -22.927623], [-43.176719, -22.92759], [-43.176794, -22.927569], [-43.176919, -22.927522], [-43.177692, -22.927306], [-43.177887, -22.927248], [-43.1782, -22.927157], [-43.179152, -22.926882], [-43.179232, -22.926859], [-43.179338, -22.926838]]"
Rua Visconde de Ouro Preto,Botafogo,"[[-43.185633, -22.946112], [-43.184426, -22.946076], [-43.184364, -22.946076], [-43.184192, -22.946074], [-43.184111, -22.946063], [-43.183948, -22.946062], [-43.183679, -22.946052], [-43.182737, -22.946019], [-43.182554, -22.946013], [-43.182264, -22.946008], [-43.182123, -22.946013]]"
Rua Barão da Torre,Ipanema,"[[-43.196762, -22.98374], [-43.196783, -22.983624], [-43.196824, -22.983598], [-43.196882, -22.983569], [-43.197062, -22.983557], [-43.197257, -22.983549], [-43.197339, -22.983545], [-43.197428, -22.983541], [-43.19764, -22.983532], [-43.198329, -22.983502], [-43.19839, -22.983499], [-43.198535, -22.983493], [-43.199331, -22.983451], [-43.200538, -22.983388], [-43.200586, -22.983385], [-43.200664, -22.983381], [-43.200735, -22.983379], [-43.200896, -22.983371], [-43.201456, -22.983346], [-43.201669, -22.983336], [-43.202693, -22.983287], [-43.202782, -22.983287], [-43.204086, -22.983219], [-43.204751, -22.983178], [-43.204894, -22.98317], [-43.205016, -22.983164], [-43.205549, -22.983135], [-43.205989, -22.983111], [-43.206917, -22.983062], [-43.207026, -22.983056], [-43.207146, -22.983049], [-43.208184, -22.982991], [-43.209045, -22.982942], [-43.209151, -22.982936], [-43.210275, -22.982882], [-43.211167, -22.982838], [-43.211261, -22.982833], [-43.212436, -22.982776], [-43.2134, -22.982718], [-43.213638, -22.982707], [-43.213963, -22.982658], [-43.214087, -22.982636]]"
Rua Arnaldo Quintela,Botafogo,"[[-43.185255, -22.956058], [-43.185115, -22.956054], [-43.185065, -22.956055], [-43.184965, -22.956058], [-43.184925, -22.956048], [-43.184217, -22.955739], [-43.184067, -22.955674], [-43.183515, -22.955444], [-43.18315, -22.955292], [-43.183125, -22.95528], [-43.18237, -22.954956], [-43.181751, -22.954688], [-43.181278, -22.954478], [-43.18123, -22.954456], [-43.181141, -22.954385]]"
Rua Ronald de Carvalho,Copacabana,"[[-43.177712, -22.963382], [-43.177602, -22.96363], [-43.17758, -22.963673], [-43.177271, -22.964292], [-43.176884, -22.965029], [-43.176821, -22.965152], [-43.176745, -22.9653], [-43.176422, -22.965943], [-43.176307, -22.966183]]"
Rua Tonelero,Copacabana,"[[-43.180815, -22.964448], [-43.180904, -22.964492], [-43.181076, -22.964579], [-43.181341, -22.964705], [-43.181349, -22.964709], [-43.181911, -22.96499], [-43.182264, -22.965165], [-43.182379, -22.965222], [-43.18329, -22.965685], [-43.183409, -22.965746], [-43.184108, -22.966099], [-43.184385, -22.96624], [-43.185225, -22.966643], [-43.185266, -22.966664], [-43.185739, -22.966893], [-43.186085, -22.967084], [-43.186108, -22.967096], [-43.186195, -22.967138], [-43.186335, -22.967218], [-43.187194, -22.967669], [-43.187743, -22.967947], [-43.1879, -22.968034], [-43.187942, -22.968057], [-43.188588, -22.968473], [-43.189354, -22.968969], [-43.189432, -22.969021], [-43.18982, -22.969276]]"
Rua Conde de Irajá,Botafogo,"[[-43.19412, -22.958426], [-43.194138, -22.958378], [-43.194288, -22.95797], [-43.194394, -22.957686], [-43.194406, -22.957651], [-43.19442, -22.957606], [-43.194527, -22.957312], [-43.194729, -22.956756], [-43.194961, -22.956104], [-43.195024, -22.955925], [-43.195193, -22.955451], [-43.195207, -22.955411], [-43.195259, -22.955263], [-43.195302, -22.955165], [-43.19558, -22.954431], [-43.195608, -22.954369], [-43.19598, -22.953342], [-43.196167, -22.952871]]"
Rua Fernandes Guimarães,Botafogo,"[[-43.181549, -22.95641], [-43.181734, -22.956038], [-43.181946, -22.955678], [-43.18211, -22.955398], [-43.182172, -22.955293], [-43.182216, -22.955217], [-43.182302, -22.955064], [-43.182347, -22.954982], [-43.18237, -22.954956], [-43.182397, -22.954906], [-43.182765, -22.954244], [-43.182796, -22.954189], [-43.183017, -22.953809], [-43.183024, -22.953791], [-43.183023, -22.953772], [-43.183016, -22.953754], [-43.183003, -22.953739], [-43.183201, -22.95347], [-43.183284, -22.953293], [-43.183495, -22.953136]]"
Rua Paulo Barreto,Botafogo,"[[-43.186029, -22.956291], [-43.186043, -22.956257], [-43.186288, -22.955642], [-43.186345, -22.955494], [-43.18653, -22.955034], [-43.186785, -22.954381], [-43.186815, -22.954302], [-43.187477, -22.952539]]"
Rua Hilário de Gouveia,Copacabana,"[[-43.185225, -22.966643], [-43.185214, -22.966669], [-43.185203, -22.966694], [-43.185191, -22.966721], [-43.185183, -22.966736], [-43.184786, -22.967222], [-43.184458, -22.967659], [-43.184379, -22.967759], [-43.184222, -22.967963], [-43.183845, -22.968466], [-43.183772, -22.968586], [-43.183713, -22.968673], [-43.183605, -22.968815], [-43.18342, -22.969058], [-43.183299, -22.969217], [-43.182711, -22.96999], [-43.182636, -22.970078]]"
Rua Buarque de Macedo,Flamengo,"[[-43.174376, -22.929803], [-43.174774, -22.929578], [-43.17698, -22.92833], [-43.177051, -22.928288]]"
Rua Buarque de Macedo,Catete,"[[-43.174376, -22.929803], [-43.174774, -22.929578], [-43.17698, -22.92833], [-43.177051, -22.928288]]"
Rua Capitão Salomão,Humaitá,"[[-43.196606, -22.955734], [-43.196573, -22.955836], [-43.196554, -22.955896], [-43.196207, -22.957137], [-43.196192, -22.95719], [-43.196134, -22.957414], [-43.195964, -22.958075]]"
Rua Humberto de Campos,Leblon,"[[-43.226504, -22.983247], [-43.226408, -22.98321], [-43.226243, -22.983152], [-43.225959, -22.98306], [-43.225744, -22.982994], [-43.225676, -22.982973], [-43.225616, -22.982956], [-43.224851, -22.982733], [-43.224703, -22.98269], [-43.224644, -22.982672], [-43.224299, -22.982587], [-43.224067, -22.982534], [-43.223824, -22.982471], [-43.223765, -22.982456], [-43.223643, -22.982432], [-43.223114, -22.98233], [-43.222797, -22.982278], [-43.222744, -22.982269], [-43.222279, -22.982185], [-43.222006, -22.982132], [-43.221906, -22.982114], [-43.221134, -22.981988], [-43.221007, -22.981965], [-43.220771, -22.98193], [-43.220411, -22.981887], [-43.220154, -22.981856], [-43.219757, -22.981798], [-43.219156, -22.981727], [-43.219088, -22.981719], [-43.218343, -22.981599], [-43.218067, -22.981546], [-43.217896, -22.981516], [-43.217765, -22.981501], [-43.217602, -22.981485], [-43.217452, -22.981473], [-43.217299, -22.981465], [-43.21714, -22.981459], [-43.216906, -22.981461], [-43.216821, -22.981465], [-43.21669, -22.981471], [-43.216576, -22.981482], [-43.216509, -22.981488], [-43.216451, -22.981497], [-43.216298, -22.981519], [-43.216251, -22.981527], [-43.216076, -22.981558], [-43.216032, -22.981569], [-43.215979, -22.98158], [-43.21586, -22.981612], [-43.215806, -22.981623], [-43.215688, -22.981657], [-43.215659, -22.981664], [-43.215542, -22.981698], [-43.215371, -22.981748], [-43.215198, -22.981799], [-43.215133, -22.981816], [-43.214977, -22.981861], [-43.214922, -22.981877], [-43.214898, -22.981885], [-43.214831, -22.981898], [-43.214533, -22.981962], [-43.214276, -22.98201], [-43.214153, -22.982033], [-43.214098, -22.982046], [-43.214061, -22.982056], [-43.213997, -22.982078], [-43.21393, -22.982102], [-43.213867, -22.982122]]"
Rua Garcia d'Ávila,Ipanema,"[[-43.208864, -22.98055], [-43.20892, -22.980581], [-43.208949, -22.980615], [-43.208963, -22.980649], [-43.208971, -22.980739], [-43.20903, -22.98135], [-43.209058, -22.9818], [-43.209065, -22.981876], [-43.209106, -22.982416], [-43.209143, -22.982837], [-43.209151, -22.982936], [-43.209211, -22.983898], [-43.209218, -22.984011], [-43.209225, -22.984131], [-43.209274, -22.984989], [-43.209282, -22.985094], [-43.20931, -22.985585], [-43.209339, -22.986101], [-43.20934, -22.986224], [-43.209298, -22.986348]]"
Rua Rodolfo Dantas,Copacabana,"[[-43.179825, -22.964783], [-43.179748, -22.964849], [-43.179425, -22.965258], [-43.17914, -22.965729], [-43.178895, -22.96612], [-43.178809, -22.966257], [-43.178747, -22.966365], [-43.178268, -22.967189], [-43.178196, -22.967309], [-43.17814, -22.967386], [-43.178111, -22.967413], [-43.178078, -22.967429], [-43.177958, -22.967441]]"
Rua São João Batista,Botafogo,"[[-43.189246, -22.957406], [-43.18925, -22.95738], [-43.189261, -22.957353], [-43.189265, -22.957343], [-43.189938, -22.955891], [-43.189971, -22.95582], [-43.189975, -22.95581], [-43.190042, -22.955663], [-43.190055, -22.955635], [-43.190096, -22.955542], [-43.190444, -22.954765], [-43.190493, -22.954656], [-43.19069, -22.954227], [-43.190722, -22.954157], [-43.190768, -22.954056], [-43.190804, -22.953987], [-43.190863, -22.953889], [-43.190884, -22.953847], [-43.190936, -22.953741]]"
Rua Marquês de São Vicente,Gávea,"[[-43.230772, -22.977222], [-43.230836, -22.977232], [-43.230991, -22.977262], [-43.231068, -22.977272], [-43.231169, -22.977276], [-43.231288, -22.977275], [-43.23149, -22.97727], [-43.231647, -22.977268], [-43.231757, -22.97728], [-43.232338, -22.97739], [-43.232523, -22.977437], [-43.232569, -22.977463], [-43.232647, -22.977522], [-43.232683, -22.977548], [-43.232945, -22.977749], [-43.233134, -22.977895], [-43.233189, -22.97794], [-43.233295, -22.978017], [-43.233329, -22.978045], [-43.233432, -22.978124], [-43.23349, -22.978175], [-43.233519, -22.978195], [-43.233559, -22.978224], [-43.233592, -22.978246], [-43.233788, -22.978398], [-43.233834, -22.978437], [-43.234347, -22.978814], [-43.234459, -22.978911], [-43.234494, -22.978959], [-43.234508, -22.979001], [-43.234587, -22.979573], [-43.234604, -22.979719], [-43.234635, -22.979893], [-43.234648, -22.979953], [-43.234677, -22.980004], [-43.234711, -22.980054], [-43.234999, -22.980317], [-43.235068, -22.980378], [-43.235382, -22.980678], [-43.235441, -22.980731], [-43.235475, -22.980761], [-43.23575, -22.981001], [-43.236081, -22.981222], [-43.236261, -22.981334], [-43.236808, -22.981669], [-43.237082, -22.981816], [-43.237416, -22.981956], [-43.237494, -22.981985]]"
Rua Paissandu,Flamengo,"[[-43.183549, -22.93737], [-43.181315, -22.936349], [-43.180786, -22.936102], [-43.18068, -22.936057], [-43.180387, -22.935902], [-43.179734, -22.93559], [-43.179618, -22.93554], [-43.179438, -22.935462], [-43.17929, -22.935398], [-43.179022, -22.935282], [-43.178801, -22.935186], [-43.178427, -22.935025], [-43.178242, -22.93494], [-43.178233, -22.934936], [-43.177986, -22.93482], [-43.177359, -22.934556], [-43.177235, -22.934503], [-43.177166, -22.934472], [-43.176285, -22.93405], [-43.176253, -22.934031], [-43.176219, -22.934015], [-43.176175, -22.933992], [-43.176061, -22.933948], [-43.174662, -22.933274]]"
Rua Machado de Assis,Catete,"[[-43.174508, -22.930929], [-43.17541, -22.931079], [-43.175964, -22.931158], [-43.176646, -22.931225], [-43.17744, -22.931327], [-43.177511, -22.931336], [-43.177557, -22.93131], [-43.177648, -22.931183]]"
Rua Santa Clara,Copacabana,"[[-43.192462, -22.963585], [-43.192412, -22.963544], [-43.192368, -22.963514], [-43.192336, -22.963497], [-43.1923, -22.963494], [-43.192267, -22.963505], [-43.192247, -22.963532], [-43.192241, -22.963556], [-43.192245, -22.96358], [-43.192278, -22.963614], [-43.193324, -22.964387], [-43.193386, -22.964433], [-43.193413, -22.964462], [-43.193432, -22.964492], [-43.193441, -22.964533], [-43.193432, -22.964597], [-43.193403, -22.964655], [-43.19332, -22.964757], [-43.193176, -22.96492], [-43.193026, -22.965086], [-43.192996, -22.96511], [-43.192968, -22.965151], [-43.190841, -22.967501], [-43.190418, -22.967989], [-43.189523, -22.968926], [-43.189432, -22.969021], [-43.18882, -22.96971], [-43.188323, -22.970258], [-43.188287, -22.970298], [-43.187351, -22.971373], [-43.187233, -22.9715], [-43.187115, -22.971627], [-43.186585, -22.972196], [-43.185952, -22.972888], [-43.185845, -22.972995], [-43.185773, -22.97306], [-43.185724, -22.973095], [-43.185663, -22.973134]]"
Lagoa/Botafogo,Botafogo,"[[-43.188905, -22.955343], [-43.189896, -22.955821], [-43.189971, -22.95582], [-43.189988, -22.955816], [-43.190085, -22.955773], [-43.19081, -22.956067], [-43.191786, -22.956462], [-43.191867, -22.956562], [-43.191907, -22.956613], [-43.191973, -22.956663], [-43.192057, -22.956724], [-43.193066, -22.957107], [-43.194358, -22.957537], [-43.194344, -22.957578], [-43.194329, -22.957626], [-43.194406, -22.957651], [-43.194465, -22.957671], [-43.195196, -22.957909], [-43.195842, -22.958093], [-43.196721, -22.958272], [-43.196872, -22.958313], [-43.196943, -22.958373], [-43.197057, -22.958383], [-43.197143, -22.95842], [-43.197205, -22.958427], [-43.197235, -22.958435], [-43.197336, -22.958425], [-43.197459, -22.958441], [-43.19764, -22.958492], [-43.19855, -22.958711], [-43.198606, -22.958726], [-43.199147, -22.958866], [-43.200198, -22.959157], [-43.200304, -22.959134], [-43.200347, -22.959068], [-43.20035, -22.959063], [-43.200771, -22.959251], [-43.20253, -22.960067], [-43.202532, -22.960082], [-43.202545, -22.960166], [-43.202559, -22.960244], [-43.202783, -22.960357], [-43.202854, -22.960463], [-43.202899, -22.960543], [-43.202956, -22.960596], [-43.20298, -22.960676], [-43.203097, -22.960742], [-43.203175, -22.960733], [-43.203248, -22.960694], [-43.203251, -22.960663], [-43.203259, -22.960632], [-43.203273, -22.960604], [-43.203295, -22.960576], [-43.203322, -22.960553], [-43.203353, -22.960534], [-43.203453, -22.960516], [-43.203603, -22.960547], [-43.203774, -22.960647], [-43.203859, -22.960816], [-43.203763, -22.961908], [-43.20373, -22.961977], [-43.203716, -22.962047], [-43.203719, -22.96212], [-43.203744, -22.962173], [-43.203725, -22.962477], [-43.203736, -22.962537], [-43.20385, -22.962602], [-43.203963, -22.962667], [-43.204014, -22.962701], [-43.204031, -22.962726], [-43.204045, -22.962756], [-43.204229, -22.963095], [-43.204339, -22.963154], [-43.204478, -22.96315], [-43.204742, -22.963159]]"
Pacheco Leão/General Garzon,Jardim Botânico,"[[-43.228108, -22.965433], [-43.228048, -22.96546], [-43.227866, -22.965385], [-43.227838, -22.965377], [-43.227371, -22.965427], [-43.225942, -22.965578], [-43.223691, -22.965816], [-43.223644, -22.965811], [-43.222227, -22.965362], [-43.222162, -22.965349], [-43.222099, -22.965337], [-43.222027, -22.965365], [-43.22184, -22.965456], [-43.220857, -22.965884], [-43.220613, -22.965995], [-43.220365, -22.966113], [-43.220271, -22.966158], [-43.219938, -22.966271], [-43.21968, -22.966337], [-43.219451, -22.966397], [-43.219477, -22.966429], [-43.219573, -22.966537], [-43.219507, -22.966583], [-43.219454, -22.966612], [-43.219435, -22.966613], [-43.219419, -22.966608], [-43.21939, -22.966612], [-43.219356, -22.966632], [-43.218943, -22.966861], [-43.218336, -22.967215], [-43.21803, -22.967391], [-43.217512, -22.967696]]"
Lagoa/Botafogo,Humaitá,"[[-43.188905, -22.955343], [-43.189896, -22.955821], [-43.189971, -22.95582], [-43.189988, -22.955816], [-43.190085, -22.955773], [-43.19081, -22.956067], [-43.191786, -22.956462], [-43.191867, -22.956562], [-43.191907, -22.956613], [-43.191973, -22.956663], [-43.192057, -22.956724], [-43.193066, -22.957107], [-43.194358, -22.957537], [-43.194344, -22.957578], [-43.194329, -22.957626], [-43.194406, -22.957651], [-43.194465, -22.957671], [-43.195196, -22.957909], [-43.195842, -22.958093], [-43.196721, -22.958272], [-43.196872, -22.958313], [-43.196943, -22.958373], [-43.197057, -22.958383], [-43.197143, -22.95842], [-43.197205, -22.958427], [-43.197235, -22.958435], [-43.197336, -22.958425], [-43.197459, -22.958441], [-43.19764, -22.958492], [-43.19855, -22.958711], [-43.198606, -22.958726], [-43.199147, -22.958866], [-43.200198, -22.959157], [-43.200304, -22.959134], [-43.200347, -22.959068], [-43.20035, -22.959063], [-43.200771, -22.959251], [-43.20253, -22.960067], [-43.202532, -22.960082], [-43.202545, -22.960166], [-43.202559, -22.960244], [-43.202783, -22.960357], [-43.202854, -22.960463], [-43.202899, -22.960543], [-43.202956, -22.960596], [-43.20298, -22.960676], [-43.203097, -22.960742], [-43.203175, -22.960733], [-43.203248, -22.960694], [-43.203251, -22.960663], [-43.203259, -22.960632], [-43.203273, -22.960604], [-43.203295, -22.960576], [-43.203322, -22.960553], [-43.203353, -22.960534], [-43.203453, -22.960516], [-43.203603, -22.960547], [-43.203774, -22.960647], [-43.203859, -22.960816], [-43.203763, -22.961908], [-43.20373, -22.961977], [-43.203716, -22.962047], [-43.203719, -22.96212], [-43.203744, -22.962173], [-43.203725, -22.962477], [-43.203736, -22.962537], [-43.20385, -22.962602], [-43.203963, -22.962667], [-43.204014, -22.962701], [-43.204031, -22.962726], [-43.204045, -22.962756], [-43.204229, -22.963095], [-43.204339, -22.963154], [-43.204478, -22.96315], [-43.204742, -22.963159]]"
Rua Bolívar,Copacabana,"[[-43.188009, -22.976052], [-43.18807, -22.976038], [-43.188159, -22.976023], [-43.188956, -22.975964], [-43.189138, -22.97595], [-43.189849, -22.975897], [-43.190029, -22.975883], [-43.190232, -22.975868], [-43.19123, -22.975793], [-43.192188, -22.975712], [-43.192282, -22.975704], [-43.193405, -22.975595], [-43.193556, -22.975579]]"
Rua República do Peru,Copacabana,"[[-43.180593, -22.968992], [-43.180732, -22.968808], [-43.180825, -22.968696], [-43.181852, -22.967554], [-43.181959, -22.967425], [-43.182047, -22.967316], [-43.182545, -22.966719], [-43.182628, -22.966618], [-43.183329, -22.965835], [-43.183409, -22.965746], [-43.183484, -22.965662], [-43.183738, -22.965375], [-43.183869, -22.965222], [-43.183911, -22.965169]]"
Rua General Venâncio Flores,Leblon,"[[-43.226173, -22.981456], [-43.22617, -22.981479], [-43.226207, -22.98174], [-43.226214, -22.981786], [-43.226217, -22.981832], [-43.226212, -22.981853], [-43.226196, -22.981896], [-43.226041, -22.98218], [-43.225962, -22.982329], [-43.225859, -22.982539], [-43.225775, -22.982724], [-43.225676, -22.982973], [-43.22546, -22.98359], [-43.225259, -22.984171], [-43.225055, -22.984756], [-43.225026, -22.984839], [-43.224987, -22.984955], [-43.224697, -22.985815], [-43.224668, -22.985898], [-43.22422, -22.987197], [-43.224165, -22.987307], [-43.224142, -22.98734], [-43.224119, -22.987368], [-43.224078, -22.987397], [-43.224037, -22.987409]]"
Rua General Severiano,Botafogo,"[[-43.177272, -22.953135], [-43.177127, -22.953038], [-43.176614, -22.952699], [-43.176549, -22.952655], [-43.175881, -22.952171], [-43.175826, -22.952119], [-43.175785, -22.952071], [-43.175408, -22.951562], [-43.175373, -22.951499], [-43.175363, -22.951416], [-43.175374, -22.951351], [-43.175415, -22.951246], [-43.175474, -22.951146], [-43.175618, -22.950974]]"
Rua Arno Konder,Flamengo,"[[-43.176794, -22.930464], [-43.176767, -22.930495], [-43.176754, -22.93055], [-43.176723, -22.930744], [-43.176707, -22.930843], [-43.176657, -22.931153], [-43.176646, -22.931225]]"
Rua Visconde de Caravelas,Humaitá,"[[-43.192256, -22.95598], [-43.193343, -22.956328], [-43.193745, -22.956452], [-43.193996, -22.956529], [-43.194041, -22.956543], [-43.194673, -22.956732], [-43.194729, -22.956756], [-43.19573, -22.957053], [-43.196143, -22.957176], [-43.196192, -22.95719], [-43.196256, -22.957229], [-43.196832, -22.957406], [-43.196904, -22.95743], [-43.197879, -22.957696]]"
Rua Bambina,Botafogo,"[[-43.185781, -22.949429], [-43.185791, -22.949312], [-43.185923, -22.947999], [-43.185913, -22.947937], [-43.185761, -22.946949], [-43.185753, -22.946902], [-43.185708, -22.94658], [-43.185697, -22.946527], [-43.185691, -22.946481], [-43.18568, -22.946407], [-43.185633, -22.946112], [-43.185534, -22.945492], [-43.185492, -22.945227], [-43.185442, -22.944911], [-43.185404, -22.944667], [-43.185383, -22.94452], [-43.185275, -22.943774], [-43.185268, -22.943734], [-43.185251, -22.943632]]"
Rua Andrade Pertence,Catete,"[[-43.176869, -22.924536], [-43.17853, -22.925323]]"
